Date,Price,Open,High,Low,Vol.,Change %
4/9/2020,"8,487.00","8,601.30","8,692.80","8,487.00",15.03M,-0.80%
4/8/2020,"8,555.60","8,418.30","8,601.30","8,372.60",10.75M,-1.58%
4/7/2020,"8,692.80","8,715.70","8,738.60","8,349.70",16.12M,0.80%
4/6/2020,"8,624.20","8,304.00","8,624.20","8,189.60",21.50M,6.80%
4/3/2020,"8,075.20","7,892.20","8,098.10","7,869.30",13.70M,2.32%
4/1/2020,"7,892.20","7,640.60","8,006.60","7,617.70",10.23M,2.37%
3/31/2020,"7,709.20","7,480.40","7,937.90","6,977.20",23.51M,3.06%
3/30/2020,"7,480.40","7,000.00","7,640.60","6,977.20",22.89M,0.93%
3/27/2020,"7,411.80","7,732.10","7,777.80","7,228.80",28.31M,-4.42%
3/26/2020,"7,754.90","8,029.40","8,052.30","7,732.10",17.93M,-4.78%
3/25/2020,"8,143.80","8,166.70","8,166.70","7,960.80",16.34M,4.09%
3/24/2020,"7,823.60","7,777.80","7,937.90","7,617.70",29.13M,-1.16%
3/23/2020,"7,915.10","7,960.80","8,235.30","7,915.10",27.27M,-6.99%
3/20/2020,"8,509.80","8,807.20","8,830.10","8,509.80",28.22M,-2.87%
3/19/2020,"8,761.50","8,875.90","8,921.60","8,647.10",16.37M,-2.79%
3/18/2020,"9,013.10","8,875.90","9,196.10","8,853.00",21.90M,2.60%
3/17/2020,"8,784.40","8,509.80","8,830.10","8,509.80",12.75M,0.52%
3/16/2020,"8,738.60","8,784.40","9,081.70","8,670.00",19.55M,0.26%
3/13/2020,"8,715.70","8,258.20","9,013.10","8,212.50",27.03M,-1.04%
3/12/2020,"8,807.20","8,944.50","9,058.90","8,761.50",27.46M,-6.33%
3/11/2020,"9,402.00","9,928.10","9,973.90","9,219.00",17.96M,-5.08%
3/10/2020,"9,905.30","9,379.10","9,951.00","9,379.10",17.14M,3.84%
3/9/2020,"9,539.30","9,539.30","9,859.50","9,539.30",34.89M,-6.92%
3/6/2020,"10,248.40","10,225.50","10,271.30","10,179.80",6.39M,0.22%
3/5/2020,"10,225.50","10,339.90","10,362.80","10,225.50",5.46M,0.00%
3/4/2020,"10,225.50","10,248.40","10,339.90","10,225.50",6.20M,0.22%
3/3/2020,"10,202.70","10,431.40","10,431.40","10,202.70",9.29M,0.00%
3/2/2020,"10,202.70","10,156.90","10,294.20","10,156.90",8.33M,-0.22%
2/28/2020,"10,225.50","10,317.00","10,431.40","10,179.80",13.87M,-2.61%
2/27/2020,"10,500.00","10,385.70","10,545.80","10,385.70",6.99M,0.88%
2/26/2020,"10,408.50","10,408.50","10,522.90","10,385.70",9.48M,-1.52%
2/25/2020,"10,568.70","10,339.90","10,568.70","10,339.90",11.17M,1.76%
2/24/2020,"10,385.70","10,408.50","10,591.60","10,385.70",27.25M,-3.61%
2/21/2020,"10,774.60","10,866.10","10,888.90","10,751.70",9.51M,-0.84%
2/20/2020,"10,866.10","10,728.80","10,866.10","10,637.30",11.00M,2.15%
2/19/2020,"10,637.30","10,660.20","10,728.80","10,568.70",11.54M,-0.21%
2/18/2020,"10,660.20","10,911.80","10,911.80","10,660.20",15.70M,-1.89%
2/17/2020,"10,866.10","10,843.20","10,911.80","10,797.40",5.72M,0.21%
2/14/2020,"10,843.20","10,797.40","10,866.10","10,683.10",10.64M,0.00%
2/13/2020,"10,843.20","10,866.10","10,934.70","10,797.40",11.08M,-0.42%
2/12/2020,"10,888.90","10,751.70","11,049.10","10,728.80",20.18M,0.85%
2/11/2020,"10,797.40","11,186.30","11,255.00","10,728.80",26.43M,-3.08%
2/10/2020,"11,140.60","10,980.40","11,277.80","10,957.60",10.10M,0.00%
2/7/2020,"11,140.60","11,529.50","11,575.20","11,071.90",17.10M,-3.37%
2/6/2020,"11,529.50","11,140.60","11,529.50","11,117.70",19.40M,3.07%
2/5/2020,"11,186.30","11,369.30","11,438.00","11,071.90",14.61M,-0.61%
2/4/2020,"11,255.00","11,277.80","11,346.50","11,026.20",17.03M,0.20%
2/3/2020,"11,232.10","10,660.20","11,346.50","10,385.70",25.44M,1.87%
1/31/2020,"11,026.20","11,438.00","11,575.20","11,026.20",23.16M,-4.74%
1/30/2020,"11,575.20","11,689.60","11,849.70","11,415.10",27.44M,-3.80%
1/22/2020,"12,032.70","11,826.90","12,078.50","11,826.90",18.79M,1.74%
1/21/2020,"11,826.90","11,781.10","11,895.50","11,689.60",12.45M,1.37%
1/20/2020,"11,666.70","11,438.00","11,666.70","11,300.70",12.03M,2.00%
1/17/2020,"11,438.00","11,575.20","11,735.30","11,392.20",13.33M,-1.19%
1/16/2020,"11,575.20","11,438.00","11,598.10","11,415.10",14.44M,0.60%
1/15/2020,"11,506.60","11,460.80","11,598.10","11,392.20",12.39M,0.60%
1/14/2020,"11,438.00","11,094.80","11,460.80","11,071.90",20.14M,3.09%
1/13/2020,"11,094.80","11,071.90","11,163.40","11,026.20",9.39M,0.21%
